study_hours,session_duration,breaks_taken,subject_difficulty,time_of_day,productivity_score,session_completed,efficiency,study_intensity,difficulty_code,difficulty_burden,productive_pace
2.554977426571467,77.23177047259153,3.0,medium,morning,91.03432808535216,1,35.630188798775976,19.307942618147884,2,154.46354094518307,1.1787160585378391
3.394293205059656,62.93796601181688,2.0,medium,night,100.0,1,29.461214443978022,20.97932200393896,2,125.87593202363377,1.5888660904806577
3.719835082938854,49.380354968938086,4.0,medium,morning,91.67556608238608,1,24.645061955262236,9.876070993787618,2,98.76070993787617,1.8565189768290065
2.1669676206602717,63.2065450282594,4.0,hard,evening,88.59431137347448,1,40.884003308955734,12.64130900565188,3,189.6196350847782,1.4016635671806505
2.067255897707355,35.07974143097407,4.0,medium,night,64.73944624630785,0,31.31660977148776,7.0159482861948135,2,70.15948286194813,1.8454938265065262
3.01553874844667,63.0919035014885,3.0,easy,morning,77.52059453831734,0,25.70704640364806,15.772975875372126,1,63.0919035014885,1.2286932274358853
1.9252185843545913,24.10044258906575,2.0,medium,evening,59.34277232515058,0,30.823914129753014,8.033480863021916,2,48.2008851781315,2.4623104785666508
3.4173686107157275,50.94657480819848,2.0,hard,morning,94.673597293239,1,27.703653915581185,16.982191602732826,3,152.83972442459543,1.8582917036064186
1.898177252812876,42.4655420389819,6.0,medium,afternoon,52.9550321481274,0,27.897833076260007,6.066506005568843,2,84.9310840779638,1.2470118031112498
2.85165164999065,69.70128592767892,3.0,hard,morning,99.33025864911971,1,34.832535961903126,17.42532148191973,3,209.10385778303677,1.425085022852855
0.5,60.976796158337145,3.0,medium,afternoon,44.438130567246205,0,88.87626113449241,15.244199039584286,2,121.95359231667429,0.7287711616047301
3.20011763948371,73.50579659252912,1.0,medium,night,100.0,1,31.248851219148765,36.75289829626456,2,147.01159318505825,1.3604369265506833
1.593953224825479,61.26848540882814,4.0,medium,afternoon,62.29738992467405,0,39.083574696174004,12.253697081765628,2,122.53697081765628,1.0167933727915797
1.9384986448948045,69.34580868851742,3.0,medium,evening,86.65052010646112,0,44.69980948125106,17.336452172129356,2,138.69161737703485,1.2495422830191767
2.8306138833840864,64.34636976044224,1.0,hard,evening,98.00568387607584,1,34.62347318063282,32.17318488022112,3,193.03910928132672,1.523095774337313
2.85165164999065,56.54584082151396,4.0,medium,afternoon,67.43718496289002,0,23.648465254552086,11.309168164302793,2,113.09168164302793,1.1926108796534551
3.448450441300732,51.01342218320405,5.0,medium,night,90.15899099136898,1,26.1447837299821,8.502237030534008,2,102.0268443664081,1.7673582193247455
1.1004666816160174,46.529707497789424,7.0,medium,afternoon,44.75649530242933,0,40.67046831141234,5.816213437223678,2,93.05941499557885,0.9618907512916487
2.093963305107015,49.034947155320616,6.0,hard,morning,51.04688598361935,0,24.378118689625524,7.004992450760088,3,147.10484146596184,1.0410307126859097
3.5077531557467636,91.04642708410752,3.0,easy,evening,100.0,1,28.508277395793847,22.76160677102688,1,91.04642708410752,1.098340738924563
1.368583323836844,55.82791400093284,4.0,medium,afternoon,58.86591212579262,0,43.01229680393968,11.165582800186568,2,111.65582800186569,1.0544171885915175
3.063248843709313,40.0617215061519,2.0,easy,evening,85.70141518749458,0,27.97729455231526,13.3539071687173,1,40.0617215061519,2.1392344603647206
2.5590884998276056,107.67901599101953,2.0,easy,morning,100.0,1,39.07641334277285,35.89300533033984,1,107.67901599101953,0.9286860497345187
2.2870047718303277,47.872904913118575,5.0,medium,morning,57.24180507227215,0,25.02915856465861,7.978817485519762,2,95.74580982623715,1.195703606792957
3.849283260197665,91.3427213937367,3.0,medium,evening,100.0,1,25.978862359655206,22.835680348434174,2,182.6854427874734,1.0947779798342743
4.66475951674233,74.29302677258251,4.0,hard,evening,100.0,1,21.43733233001382,14.858605354516502,3,222.87908031774754,1.3460213474154015
2.116877930567869,54.84275428609144,3.0,hard,afternoon,46.55606336805312,0,21.992795472889686,13.71068857152286,3,164.52826285827433,0.8489008981056976
3.129122789379041,73.21803021223069,2.0,medium,afternoon,95.63725450436934,1,30.563599111221865,24.406010070743562,2,146.43606042446137,1.3061981349013898
3.618099733250556,82.77024818031825,5.0,easy,morning,100.0,1,27.638817990834784,13.795041363386375,1,82.77024818031825,1.2081635877440655
3.0255185270748743,42.911194194571614,3.0,easy,evening,84.20600850060208,0,27.83192624571827,10.727798548642903,1,42.911194194571614,1.9623319760990101
3.691400222053492,47.140682790873214,4.0,easy,morning,79.02962412764101,0,21.409118321956853,9.428136558174643,1,47.140682790873214,1.6764632892195133
3.377964744357387,62.955753238336506,2.0,medium,evening,100.0,1,29.603624539611257,20.9852510794455,2,125.91150647667301,1.5884171796249058
2.85165164999065,56.11671264117791,1.0,hard,evening,100.0,1,35.06739681907777,28.058356320588956,3,168.35013792353374,1.7820003220684197
4.100329014473178,35.972015627801504,1.0,hard,morning,94.28880767602456,1,22.9954248410817,17.986007813900752,3,107.9160468834045,2.621171097322444
2.308085931532316,37.77664141924854,3.0,medium,evening,74.60845548143224,0,32.3248170538869,9.444160354812135,2,75.55328283849708,1.9749891117482081
3.3944503804663917,73.57011285557725,0.0,medium,afternoon,100.0,1,29.45985028252502,73.57011285557725,2,147.1402257111545,1.3592476090978176
3.509708059385343,48.417881660370654,3.0,medium,night,86.65052010646112,0,24.68881133140067,12.104470415092663,2,96.83576332074131,1.789638809774351
2.5095477821008094,96.68787512930454,2.0,medium,morning,100.0,1,39.84781669161419,32.229291709768184,2,193.3757502586091,1.0342558450712256
2.556310543919004,73.40111118837127,5.0,medium,morning,70.02926798251694,0,27.394663824825113,12.233518531395212,2,146.80222237674255,0.9540627770988224
2.7529832407577137,56.748850654904146,4.0,easy,night,80.21700077995938,0,29.138208904563093,11.34977013098083,1,56.748850654904146,1.4135440604386436
2.85165164999065,60.98696861549077,4.0,hard,afternoon,52.19479343570536,0,18.30335533299675,12.197393723098154,3,182.96090584647231,0.855835182836876
1.206056720318038,52.278994582198536,5.0,medium,morning,60.74047028191726,0,50.36286375146599,8.713165763699756,2,104.55798916439707,1.1618523035368384
2.85165164999065,57.34039067991534,2.0,medium,evening,86.65052010646112,0,30.38608173152749,19.11346355997178,2,114.68078135983068,1.5111602672915212
3.33819421167867,56.08377277124044,6.0,medium,morning,92.45794294848106,1,27.69699336995344,8.011967538748634,2,112.16754554248088,1.6485685320352266
2.85165164999065,74.65231426468458,2.0,medium,evening,100.0,1,35.06739681907777,24.88410475489486,2,149.30462852936915,1.3395432008369301
1.1222183708620892,55.18199399819911,5.0,hard,afternoon,55.70935040565129,0,49.64216577817677,9.196998999699852,3,165.54598199459733,1.0095566754523113
3.1694610646094343,85.82359904456844,3.0,easy,morning,100.0,1,31.551105365076562,21.45589976114211,1,85.82359904456844,1.1651806858865208
3.2162944978106003,76.81011150847944,2.0,hard,afternoon,100.0,1,31.091680214007802,25.60337050282648,3,230.4303345254383,1.3019119232623497
1.484842509036732,79.37311563785606,1.0,hard,morning,85.83843906742062,1,57.809793661623374,39.68655781892803,3,238.11934691356817,1.081454827338049
3.5175506963901886,76.01704090060596,2.0,medium,morning,100.0,1,28.428872426095484,25.33901363353532,2,152.03408180121193,1.3154945103789597
4.487042156871172,88.28579263993396,2.0,easy,evening,100.0,1,22.286396361769487,29.428597546644653,1,88.28579263993396,1.1326850788760705
2.773931458942171,75.05633470026639,4.0,hard,morning,96.21312668168632,1,34.68475270776043,15.011266940053279,3,225.16900410079916,1.2818788322918844
1.9265034095130955,40.62227679117848,2.0,medium,evening,67.86693162092608,0,35.228036081222804,13.540758930392826,2,81.24455358235696,1.670682615103052
1.6522700024030068,47.134789240105846,2.0,hard,afternoon,65.52206919302752,0,39.655788156738545,15.711596413368616,3,141.40436772031754,1.3900999717906108
4.068760447477451,38.62539330456586,0.0,easy,morning,100.0,0,24.57750985610322,38.62539330456586,1,38.62539330456586,2.5889704011940537
2.734600286587873,20.0,2.0,medium,evening,72.65009531533384,0,26.566988847201426,6.666666666666667,2,40.0,3.6325047657666922
2.857316607467284,77.15466840836726,1.0,medium,morning,100.0,1,34.99787168795399,38.57733420418363,2,154.30933681673451,1.2960978520536965
1.6976661889625912,35.7900910363546,4.0,medium,evening,55.211079435434065,0,32.52175238830221,7.158018207270921,2,71.5801820727092,1.542635903869374
2.1693580731298883,46.792376436610574,2.0,easy,evening,84.10985495088242,0,38.77177124084965,15.597458812203525,1,46.792376436610574,1.7975119315605967
4.064771686451423,73.31177312855003,1.0,easy,afternoon,100.0,1,24.601627769972183,36.655886564275015,1,73.31177312855003,1.3640373944394026
2.143780539561925,69.19003073837717,0.0,medium,night,82.07919003092456,0,38.287123386098656,69.19003073837717,2,138.38006147675435,1.186286364596139
3.537337952576174,74.72183142387152,1.0,medium,morning,100.0,1,28.26984623484221,37.36091571193576,2,149.44366284774304,1.3382969621386023
3.468658890885282,72.3341987338831,0.0,medium,evening,100.0,0,28.829586057820084,72.3341987338831,2,144.6683974677662,1.3824719392814337
0.5,26.95422468511088,7.0,medium,night,35.37775717359318,0,70.75551434718636,3.36927808563886,2,53.90844937022176,1.312512512857969
3.0818024453451507,44.32612706882453,4.0,medium,evening,69.02136056489638,0,22.396426049031266,8.865225413764907,2,88.65225413764907,1.5571259013386827
1.6382335140012383,79.46819254713539,1.0,medium,morning,88.06552950243403,1,53.75639598981337,39.734096273567694,2,158.93638509427078,1.1081858877084596
2.761509323566115,26.539405942760265,3.0,easy,evening,86.65052010646112,0,31.377956745249627,6.634851485690066,1,26.539405942760265,3.2649758737383747
4.404342432123937,49.97294236933817,2.0,hard,afternoon,100.0,1,22.70486492390563,16.657647456446057,3,149.9188271080145,2.0010828912358956
0.5,33.46286362850057,3.0,medium,afternoon,36.9998511458601,0,73.9997022917202,8.365715907125143,2,66.92572725700114,1.1056988892710022
1.6364657058555956,54.29331889742687,3.0,hard,evening,71.62376639679287,0,43.76734944124339,13.573329724356718,3,162.87995669228062,1.319200370345887
3.2127168013667884,74.1695780007479,4.0,medium,afternoon,93.10112780306228,1,28.978940118050307,14.83391560014958,2,148.3391560014958,1.2552468318226575
3.826881899283874,71.38506987194499,1.0,medium,morning,100.0,1,26.13093443482357,35.692534935972496,2,142.77013974388998,1.4008531500968797
2.861820738875554,54.28330547924903,1.0,medium,evening,73.93161783129493,0,25.833769679209052,27.141652739624515,2,108.56661095849806,1.3619586570599849
3.451140069771204,54.796223396452575,4.0,hard,morning,89.6331158015918,1,25.972030688262993,10.959244679290515,3,164.38867018935773,1.6357535290907386
3.1817654097020363,38.29283863180349,3.0,easy,evening,74.04597573880608,0,23.27197835296735,9.573209657950873,1,38.29283863180349,1.9336768540660865
2.334844499176215,83.79698699001875,4.0,medium,evening,96.15362522951932,1,41.18202529694995,16.75939739800375,2,167.5939739800375,1.147459218801893
3.2015489421508905,68.00589235049598,2.0,hard,morning,94.84263832447968,1,29.623985151625305,22.66863078349866,3,204.01767705148796,1.3946238340005837
2.852215095130136,49.565108170460576,1.0,medium,evening,87.4629235984087,0,30.664911544624612,24.782554085230288,2,99.13021634092115,1.764606732978627
4.546773848781049,72.50062591707913,1.0,medium,evening,100.0,1,21.993616424711586,36.25031295853957,2,145.00125183415827,1.3792984368765675
2.85165164999065,73.15842071290868,1.0,easy,afternoon,100.0,1,35.06739681907777,36.57921035645434,1,73.15842071290868,1.366896647378764
4.353954869386919,20.0,0.0,hard,morning,98.4278536985921,0,22.606539721081617,20.0,3,60.0,4.9213926849296055
2.8505329282526004,50.89912860012577,1.0,medium,night,96.55734081659742,1,33.87343463377841,25.449564300062885,2,101.79825720025154,1.8970332788046753
3.2481922313619926,68.31191145926753,4.0,medium,afternoon,92.64752227218317,1,28.522795349872297,13.662382291853508,2,136.62382291853507,1.3562425687272164
3.667882870285911,60.25317527891421,1.0,easy,morning,100.0,1,27.263684129642073,30.126587639457107,1,60.25317527891421,1.659663570211798
1.70435767501821,53.51605380320305,1.0,medium,night,62.69767148037659,0,36.78668650329322,26.758026901601525,2,107.0321076064061,1.171567539545003
1.8198065352434316,58.7237251361061,2.0,easy,morning,66.75001180686473,0,36.679729693319146,19.5745750453687,1,58.7237251361061,1.1366787725430534
3.771301569689314,74.20400295602118,3.0,hard,afternoon,100.0,1,26.516044435088272,18.551000739005296,3,222.61200886806355,1.3476361923394813
2.85165164999065,28.969158579136547,5.0,medium,evening,55.69106550178706,0,19.529406932284193,4.8281930965227575,2,57.938317158273094,1.922426063900092
2.403828167826444,41.56228297460106,3.0,hard,afternoon,65.92862692491083,0,27.42651401099268,10.390570743650265,3,124.68684892380318,1.5862609608139229
1.3557715193768405,45.31310364301274,2.0,medium,morning,64.55033568733177,0,47.611514746231975,15.104367881004245,2,90.62620728602548,1.424540155004046
3.610216654039853,60.96729479518227,1.0,hard,evening,100.0,1,27.699168660168755,30.483647397591135,3,182.9018843855468,1.6402236696895751
2.964647445349197,48.277055218733295,3.0,easy,morning,64.75817555845764,0,21.843465960867388,12.069263804683324,1,48.277055218733295,1.3413861981649837
2.520070891822203,37.16998940892016,3.0,hard,morning,65.4663343856132,0,25.977973317360156,9.29249735223004,3,111.50996822676048,1.761268577867886
3.94146203963083,61.968014742777,2.0,easy,morning,100.0,1,25.3712959796427,20.656004914259,1,61.968014742777,1.6137357379462607
2.8848067851608574,36.975179054742554,2.0,medium,morning,77.76478511142825,0,26.956670204549617,12.325059684914185,2,73.95035810948511,2.103161826378063
3.9517248517244017,65.37632168032384,1.0,medium,evening,86.65052010646112,1,21.927265525242657,32.68816084016192,2,130.75264336064768,1.3254113703454216
2.85165164999065,33.932510593901924,0.0,hard,afternoon,88.28924946241558,0,30.96074145757076,33.932510593901924,3,101.79753178170577,2.6019073719314543
3.06807253186772,85.494046631947,0.0,easy,evening,100.0,1,32.593753557424535,85.494046631947,1,85.494046631947,1.1696720875840785
0.9214513636906378,44.222398985933765,1.0,medium,afternoon,51.80327498767556,0,56.21921788708498,22.111199492966882,2,88.44479797186753,1.171426159041103
2.8535288073227525,60.51114143104318,2.0,medium,evening,97.01847602893405,1,33.999473136547394,20.170380477014394,2,121.02228286208636,1.603315913970878
3.371450048978273,52.184888264286016,1.0,medium,night,100.0,1,29.660827996044393,26.092444132143008,2,104.36977652857203,1.9162635645315238
3.7171745311373465,71.33073555083735,0.0,easy,evening,100.0,1,26.902153547630956,71.33073555083735,1,71.33073555083735,1.4019202133241722
2.227080162654631,34.5153249222405,2.0,medium,morning,70.21001948601142,0,31.52559151814392,11.5051083074135,2,69.030649844481,2.034169449199375
4.090905334607984,71.23006531365527,2.0,medium,morning,100.0,1,24.444466889523518,23.743355104551757,2,142.46013062731055,1.4039015626289106
3.242184172682528,74.0025833341122,2.0,hard,afternoon,86.65052010646112,1,26.725970978622094,24.6675277780374,3,222.0077500023366,1.1709120979634602
5.055182702404059,56.746300663242586,0.0,easy,morning,100.0,1,19.781678702224486,56.746300663242586,1,56.746300663242586,1.762229411101947
2.85165164999065,75.08522649289033,4.0,hard,night,100.0,1,35.06739681907777,15.017045298578065,3,225.25567947867097,1.3318199154592523
1.1776216059557645,54.57606946271536,4.0,easy,evening,70.68874639458345,1,60.026706403040265,10.915213892543072,1,54.57606946271536,1.2952333704220997
2.8941271907913366,47.312812953460394,3.0,hard,afternoon,76.85344584390624,0,26.554964857260586,11.828203238365099,3,141.93843886038118,1.624368559939645
2.254298510591883,69.83336725401021,3.0,medium,evening,83.10256167595396,1,36.86404497252441,17.458341813502553,2,139.66673450802043,1.190012238328401
3.548391156431036,75.04333825356498,5.0,hard,afternoon,100.0,1,28.18178593945651,12.507223042260831,3,225.13001476069496,1.3325633204390321
2.537443906968047,75.50980998654038,4.0,medium,evening,82.5397420469023,1,32.52869622861054,15.101961997308075,2,151.01961997308075,1.0930995861546335
1.238459453107054,64.18499174146272,1.0,hard,evening,76.31168324389111,0,61.61823308178554,32.09249587073136,3,192.55497522438816,1.188933443370605
2.7185958227810674,56.11083070977537,0.0,medium,morning,90.4099147741663,0,33.25610744214225,56.11083070977537,2,112.22166141955074,1.611273859797187
1.8425687147440184,31.892672070978374,3.0,hard,morning,63.737509476779174,0,34.591659440844246,7.973168017744594,3,95.67801621293512,1.9985001361732526
1.9034920217517304,48.36118290912036,3.0,medium,afternoon,62.5133485484962,0,32.84140297628719,12.09029572728009,2,96.72236581824072,1.292634811393476
4.175493105942505,82.03275048543648,0.0,medium,evening,100.0,1,23.949267179409627,82.03275048543648,2,164.06550097087296,1.2190253210850621
1.7008767227657635,25.470856652232612,3.0,medium,morning,59.77432115393212,0,35.14324133775799,6.367714163058153,2,50.941713304465225,2.346773097193521
3.1950962544020043,83.23704410031878,2.0,medium,night,100.0,1,31.297961638002686,27.745681366772928,2,166.47408820063757,1.2013881689440846
3.0954803674999134,70.09334282407322,1.0,hard,morning,86.65052010646112,1,27.992592366672,35.04667141203661,3,210.28002847221967,1.236216117184547
2.738011565534124,34.16899639773366,3.0,easy,afternoon,75.14117516722872,0,27.443702617293503,8.542249099433414,1,34.16899639773366,2.199103956480637
1.0521298074170968,26.19892772220551,2.0,hard,afternoon,49.55875811933113,0,47.10327354092774,8.732975907401837,3,78.59678316661653,1.8916330715827905
3.9652854859748254,75.07513189891179,3.0,easy,afternoon,100.0,1,25.218865162092108,18.768782974727948,1,75.07513189891179,1.3319989918186144
2.744525218052205,65.31295174202229,1.0,easy,morning,89.88377558878797,0,32.75020939781295,32.656475871011146,1,65.31295174202229,1.376201399437852
2.016986062171483,45.39904502369938,3.0,hard,evening,67.69144066536776,0,33.560688363156714,11.349761255924845,3,136.19713507109813,1.4910322591594432
2.9498934912322547,49.823368676079106,5.0,easy,night,68.55946377608421,0,23.24133531595575,8.303894779346518,1,49.823368676079106,1.3760503474145973
2.696690615733453,66.01896047431336,4.0,easy,evening,95.1215905918262,1,35.27345333456237,13.203792094862672,1,66.01896047431336,1.4408223017815631
1.118778767477296,61.63680248371502,2.0,hard,morning,63.6452760019734,0,56.888169361209286,20.54560082790501,3,184.91040745114506,1.0325856215333207
2.4673749309800304,47.86958527536984,3.0,medium,afternoon,69.9165043700213,0,28.33639245181549,11.96739631884246,2,95.73917055073969,1.4605621495951246
0.9482315663697382,20.181919149256156,3.0,hard,afternoon,50.56408095974836,0,53.32461262951904,5.045479787314039,3,60.545757447768466,2.5054149006246513
2.85165164999065,55.030620597669895,3.0,hard,evening,90.82817559268273,1,31.851076758614795,13.757655149417474,3,165.09186179300968,1.6505024767343541
3.4699427407547,56.471677660543264,4.0,medium,evening,97.68272200201442,1,28.151104874073162,11.294335532108652,2,112.94335532108653,1.7297648316594159
2.8300680959898723,45.12801440184281,3.0,medium,night,68.40901771270666,0,24.172216141950905,11.282003600460703,2,90.25602880368562,1.5158880491297033
3.087757120459355,67.73940016065103,1.0,medium,afternoon,93.10542097377008,0,30.153090849295527,33.869700080325515,2,135.47880032130206,1.3744647982261564
3.1747618659637187,69.54940493593311,3.0,hard,evening,100.0,1,31.498425463682572,17.387351233983278,3,208.64821480779932,1.437826823854454
4.35988060825329,37.5493768078232,4.0,medium,evening,93.41954178072577,0,21.42708715552481,7.5098753615646405,2,75.0987536156464,2.4879119101987954
2.6932001595136463,65.7788421902323,1.0,hard,evening,100.0,1,37.130548818197965,32.88942109511615,3,197.3365265706969,1.5202456697367852
3.374637554204508,78.65643937176557,0.0,medium,afternoon,100.0,1,29.632811937213408,78.65643937176557,2,157.31287874353114,1.2713517265554724
2.215552425814241,40.417482986404224,2.0,hard,evening,77.65036643695166,0,35.047857830948985,13.472494328801409,3,121.25244895921267,1.9212073761018706
2.92311856656998,71.32407439366781,1.0,medium,morning,86.65052010646112,1,29.643176673513388,35.66203719683391,2,142.64814878733563,1.2148846072393473
2.684886379239565,42.77475963511192,4.0,hard,afternoon,66.32717889790264,0,24.703905316353964,8.554951927022383,3,128.32427890533575,1.5506148827884372
1.055068447708515,61.48835014875683,2.0,medium,afternoon,58.26904994938547,0,55.22774382642094,20.496116716252278,2,122.97670029751366,0.9476437375277917
2.926515189861852,55.84074160518372,5.0,easy,morning,74.57638927944262,0,25.483000921298153,9.306790267530621,1,55.84074160518372,1.3355193204045783
3.399523190396586,52.624541133352906,0.0,medium,morning,97.0341236547834,1,28.543451013629788,52.624541133352906,2,105.24908226670581,1.8438949122405581
2.160322697262556,59.80185494967486,4.0,medium,morning,67.91865596342736,0,31.439125298035428,11.960370989934972,2,119.60370989934972,1.1357282482388387
4.029244319634483,64.18129841253574,3.0,medium,afternoon,100.0,1,24.818549600653554,16.045324603133935,2,128.36259682507148,1.5580862723785007
2.85165164999065,43.86954129558812,0.0,hard,evening,78.73515893083632,0,27.610370618407924,43.86954129558812,3,131.60862388676435,1.794756831404448
2.85165164999065,61.131453996959735,1.0,easy,afternoon,91.038634051971,1,31.92487906167273,30.565726998479867,1,61.131453996959735,1.48922736332263
2.413262120354983,50.23034658180968,4.0,medium,morning,69.92358604796831,0,28.974716612086375,10.046069316361935,2,100.46069316361935,1.392058602145706
2.468579018554854,58.58935955514051,3.0,medium,morning,81.5437334798165,0,33.03266084127763,14.647339888785128,2,117.17871911028102,1.3917840047913959
3.2473454927747403,42.599553124835275,6.0,hard,evening,74.90547963239891,0,23.066680092728557,6.085650446405039,3,127.79865937450583,1.7583630375861732
1.0743225074754876,47.612922754527176,2.0,easy,morning,44.64571861384117,0,41.55709137915444,15.87097425150906,1,47.612922754527176,0.9376806974026001
3.20814693268614,31.650344543273153,0.0,hard,night,78.62486310968873,0,24.507874720020116,31.650344543273153,3,94.95103362981946,2.4841708437704626
2.585107899460348,40.17469306379297,6.0,medium,afternoon,66.88051426320605,0,25.871459476475874,5.739241866256139,2,80.34938612758594,1.6647423828977905
