study_hours,session_duration,breaks_taken,subject_difficulty,time_of_day,productivity_score,session_completed
2.870046699257906,56.27631677287894,1.0,hard,morning,72.8684454854169,0
3.278549444254095,50.51710366100928,4.0,hard,afternoon,76.72342172552813,0
3.815560724347132,67.80346300244233,4.0,hard,afternoon,100.0,1
2.9145789348132647,68.55939053021373,4.0,medium,night,86.88060712782432,1
1.8257810429916417,37.30824184053818,3.0,hard,morning,68.88971359049798,0
4.049430760461118,92.56694851377851,4.0,medium,night,100.0,1
2.4628280144716768,37.055982682647944,0.0,easy,afternoon,72.46793783223481,0
2.330763432475367,76.44559495109361,3.0,easy,morning,94.6022096563855,1
3.116661373292307,88.5131042954277,2.0,easy,evening,100.0,1
3.4847000675956057,67.4242704121341,1.0,easy,morning,100.0,1
3.1132796411314874,74.51601956282984,0.0,hard,morning,100.0,1
3.347125556179801,44.26383961119316,5.0,medium,night,71.84740763435428,0
3.95382208869418,74.01590059530017,3.0,medium,night,100.0,1
3.3589915412123728,55.764911342360755,0.0,medium,afternoon,96.68907591902574,1
2.554977426571467,77.23177047259153,3.0,medium,morning,91.03432808535216,1
3.394293205059656,62.93796601181688,2.0,medium,night,100.0,1
3.719835082938854,49.380354968938086,4.0,medium,morning,91.67556608238608,1
2.1669676206602717,63.2065450282594,4.0,hard,evening,88.59431137347448,1
2.067255897707355,35.07974143097407,4.0,medium,night,64.73944624630785,0
3.01553874844667,63.0919035014885,3.0,easy,morning,77.52059453831734,0
1.9252185843545913,24.10044258906575,2.0,medium,evening,59.34277232515058,0
3.4173686107157275,50.94657480819848,2.0,hard,morning,94.673597293239,1
1.898177252812876,42.4655420389819,6.0,medium,afternoon,52.9550321481274,0
2.85165164999065,69.70128592767892,3.0,hard,morning,99.33025864911971,1
0.5,60.976796158337145,3.0,medium,afternoon,44.438130567246205,0
3.20011763948371,73.50579659252912,1.0,medium,night,100.0,1
1.593953224825479,61.26848540882814,4.0,medium,afternoon,62.29738992467405,0
1.9384986448948045,69.34580868851742,3.0,medium,evening,86.65052010646112,0
2.8306138833840864,64.34636976044224,1.0,hard,evening,98.00568387607584,1
2.85165164999065,56.54584082151396,4.0,medium,afternoon,67.43718496289002,0
3.448450441300732,51.01342218320405,5.0,medium,night,90.15899099136898,1
1.1004666816160174,46.529707497789424,7.0,medium,afternoon,44.75649530242933,0
2.093963305107015,49.034947155320616,6.0,hard,morning,51.04688598361935,0
3.5077531557467636,91.04642708410752,3.0,easy,evening,100.0,1
1.368583323836844,55.82791400093284,4.0,medium,afternoon,58.86591212579262,0
3.063248843709313,40.0617215061519,2.0,easy,evening,85.70141518749458,0
2.5590884998276056,107.67901599101953,2.0,easy,morning,100.0,1
2.2870047718303277,47.872904913118575,5.0,medium,morning,57.24180507227215,0
3.849283260197665,91.3427213937367,3.0,medium,evening,100.0,1
4.66475951674233,74.29302677258251,4.0,hard,evening,100.0,1
2.116877930567869,54.84275428609144,3.0,hard,afternoon,46.55606336805312,0
3.129122789379041,73.21803021223069,2.0,medium,afternoon,95.63725450436934,1
3.618099733250556,82.77024818031825,5.0,easy,morning,100.0,1
3.0255185270748743,42.911194194571614,3.0,easy,evening,84.20600850060208,0
3.691400222053492,47.140682790873214,4.0,easy,morning,79.02962412764101,0
3.377964744357387,62.955753238336506,2.0,medium,evening,100.0,1
2.85165164999065,56.11671264117791,1.0,hard,evening,100.0,1
4.100329014473178,35.972015627801504,1.0,hard,morning,94.28880767602456,1
2.308085931532316,37.77664141924854,3.0,medium,evening,74.60845548143224,0
3.3944503804663917,73.57011285557725,0.0,medium,afternoon,100.0,1
3.509708059385343,48.417881660370654,3.0,medium,night,86.65052010646112,0
2.5095477821008094,96.68787512930454,2.0,medium,morning,100.0,1
2.556310543919004,73.40111118837127,5.0,medium,morning,70.02926798251694,0
2.7529832407577137,56.748850654904146,4.0,easy,night,80.21700077995938,0
2.85165164999065,60.98696861549077,4.0,hard,afternoon,52.19479343570536,0
1.206056720318038,52.278994582198536,5.0,medium,morning,60.74047028191726,0
2.85165164999065,57.34039067991534,2.0,medium,evening,86.65052010646112,0
3.33819421167867,56.08377277124044,6.0,medium,morning,92.45794294848106,1
2.85165164999065,74.65231426468458,2.0,medium,evening,100.0,1
1.1222183708620892,55.18199399819911,5.0,hard,afternoon,55.70935040565129,0
3.1694610646094343,85.82359904456844,3.0,easy,morning,100.0,1
3.2162944978106003,76.81011150847944,2.0,hard,afternoon,100.0,1
1.484842509036732,79.37311563785606,1.0,hard,morning,85.83843906742062,1
3.5175506963901886,76.01704090060596,2.0,medium,morning,100.0,1
4.487042156871172,88.28579263993396,2.0,easy,evening,100.0,1
2.773931458942171,75.05633470026639,4.0,hard,morning,96.21312668168632,1
1.9265034095130955,40.62227679117848,2.0,medium,evening,67.86693162092608,0
1.6522700024030068,47.134789240105846,2.0,hard,afternoon,65.52206919302752,0
4.068760447477451,38.62539330456586,0.0,easy,morning,100.0,0
2.734600286587873,20.0,2.0,medium,evening,72.65009531533384,0
2.857316607467284,77.15466840836726,1.0,medium,morning,100.0,1
1.6976661889625912,35.7900910363546,4.0,medium,evening,55.211079435434065,0
2.1693580731298883,46.792376436610574,2.0,easy,evening,84.10985495088242,0
4.064771686451423,73.31177312855003,1.0,easy,afternoon,100.0,1
2.143780539561925,69.19003073837717,0.0,medium,night,82.07919003092456,0
3.537337952576174,74.72183142387152,1.0,medium,morning,100.0,1
3.468658890885282,72.3341987338831,0.0,medium,evening,100.0,0
0.5,26.95422468511088,7.0,medium,night,35.37775717359318,0
3.0818024453451507,44.32612706882453,4.0,medium,evening,69.02136056489638,0
1.6382335140012383,79.46819254713539,1.0,medium,morning,88.06552950243403,1
2.761509323566115,26.539405942760265,3.0,easy,evening,86.65052010646112,0
4.404342432123937,49.97294236933817,2.0,hard,afternoon,100.0,1
0.5,33.46286362850057,3.0,medium,afternoon,36.9998511458601,0
1.6364657058555956,54.29331889742687,3.0,hard,evening,71.62376639679287,0
3.2127168013667884,74.1695780007479,4.0,medium,afternoon,93.10112780306228,1
3.826881899283874,71.38506987194499,1.0,medium,morning,100.0,1
2.861820738875554,54.28330547924903,1.0,medium,evening,73.93161783129493,0
3.451140069771204,54.796223396452575,4.0,hard,morning,89.6331158015918,1
3.1817654097020363,38.29283863180349,3.0,easy,evening,74.04597573880608,0
2.334844499176215,83.79698699001875,4.0,medium,evening,96.15362522951932,1
3.2015489421508905,68.00589235049598,2.0,hard,morning,94.84263832447968,1
2.852215095130136,49.565108170460576,1.0,medium,evening,87.4629235984087,0
4.546773848781049,72.50062591707913,1.0,medium,evening,100.0,1
2.85165164999065,73.15842071290868,1.0,easy,afternoon,100.0,1
4.353954869386919,20.0,0.0,hard,morning,98.4278536985921,0
2.8505329282526004,50.89912860012577,1.0,medium,night,96.55734081659742,1
3.2481922313619926,68.31191145926753,4.0,medium,afternoon,92.64752227218317,1
3.667882870285911,60.25317527891421,1.0,easy,morning,100.0,1
1.70435767501821,53.51605380320305,1.0,medium,night,62.69767148037659,0
1.8198065352434316,58.7237251361061,2.0,easy,morning,66.75001180686473,0
3.771301569689314,74.20400295602118,3.0,hard,afternoon,100.0,1
2.85165164999065,28.969158579136547,5.0,medium,evening,55.69106550178706,0
2.403828167826444,41.56228297460106,3.0,hard,afternoon,65.92862692491083,0
1.3557715193768405,45.31310364301274,2.0,medium,morning,64.55033568733177,0
3.610216654039853,60.96729479518227,1.0,hard,evening,100.0,1
2.964647445349197,48.277055218733295,3.0,easy,morning,64.75817555845764,0
2.520070891822203,37.16998940892016,3.0,hard,morning,65.4663343856132,0
3.94146203963083,61.968014742777,2.0,easy,morning,100.0,1
2.8848067851608574,36.975179054742554,2.0,medium,morning,77.76478511142825,0
3.9517248517244017,65.37632168032384,1.0,medium,evening,86.65052010646112,1
2.85165164999065,33.932510593901924,0.0,hard,afternoon,88.28924946241558,0
3.06807253186772,85.494046631947,0.0,easy,evening,100.0,1
0.9214513636906378,44.222398985933765,1.0,medium,afternoon,51.80327498767556,0
2.8535288073227525,60.51114143104318,2.0,medium,evening,97.01847602893405,1
3.371450048978273,52.184888264286016,1.0,medium,night,100.0,1
3.7171745311373465,71.33073555083735,0.0,easy,evening,100.0,1
2.227080162654631,34.5153249222405,2.0,medium,morning,70.21001948601142,0
4.090905334607984,71.23006531365527,2.0,medium,morning,100.0,1
3.242184172682528,74.0025833341122,2.0,hard,afternoon,86.65052010646112,1
5.055182702404059,56.746300663242586,0.0,easy,morning,100.0,1
2.85165164999065,75.08522649289033,4.0,hard,night,100.0,1
1.1776216059557645,54.57606946271536,4.0,easy,evening,70.68874639458345,1
2.8941271907913366,47.312812953460394,3.0,hard,afternoon,76.85344584390624,0
2.254298510591883,69.83336725401021,3.0,medium,evening,83.10256167595396,1
3.548391156431036,75.04333825356498,5.0,hard,afternoon,100.0,1
2.537443906968047,75.50980998654038,4.0,medium,evening,82.5397420469023,1
1.238459453107054,64.18499174146272,1.0,hard,evening,76.31168324389111,0
2.7185958227810674,56.11083070977537,0.0,medium,morning,90.4099147741663,0
1.8425687147440184,31.892672070978374,3.0,hard,morning,63.737509476779174,0
1.9034920217517304,48.36118290912036,3.0,medium,afternoon,62.5133485484962,0
4.175493105942505,82.03275048543648,0.0,medium,evening,100.0,1
1.7008767227657635,25.470856652232612,3.0,medium,morning,59.77432115393212,0
3.1950962544020043,83.23704410031878,2.0,medium,night,100.0,1
3.0954803674999134,70.09334282407322,1.0,hard,morning,86.65052010646112,1
2.738011565534124,34.16899639773366,3.0,easy,afternoon,75.14117516722872,0
1.0521298074170968,26.19892772220551,2.0,hard,afternoon,49.55875811933113,0
3.9652854859748254,75.07513189891179,3.0,easy,afternoon,100.0,1
2.744525218052205,65.31295174202229,1.0,easy,morning,89.88377558878797,0
2.016986062171483,45.39904502369938,3.0,hard,evening,67.69144066536776,0
2.9498934912322547,49.823368676079106,5.0,easy,night,68.55946377608421,0
2.696690615733453,66.01896047431336,4.0,easy,evening,95.1215905918262,1
1.118778767477296,61.63680248371502,2.0,hard,morning,63.6452760019734,0
2.4673749309800304,47.86958527536984,3.0,medium,afternoon,69.9165043700213,0
0.9482315663697382,20.181919149256156,3.0,hard,afternoon,50.56408095974836,0
2.85165164999065,55.030620597669895,3.0,hard,evening,90.82817559268273,1
3.4699427407547,56.471677660543264,4.0,medium,evening,97.68272200201442,1
2.8300680959898723,45.12801440184281,3.0,medium,night,68.40901771270666,0
3.087757120459355,67.73940016065103,1.0,medium,afternoon,93.10542097377008,0
3.1747618659637187,69.54940493593311,3.0,hard,evening,100.0,1
4.35988060825329,37.5493768078232,4.0,medium,evening,93.41954178072577,0
2.6932001595136463,65.7788421902323,1.0,hard,evening,100.0,1
3.374637554204508,78.65643937176557,0.0,medium,afternoon,100.0,1
2.215552425814241,40.417482986404224,2.0,hard,evening,77.65036643695166,0
2.92311856656998,71.32407439366781,1.0,medium,morning,86.65052010646112,1
2.684886379239565,42.77475963511192,4.0,hard,afternoon,66.32717889790264,0
1.055068447708515,61.48835014875683,2.0,medium,afternoon,58.26904994938547,0
2.926515189861852,55.84074160518372,5.0,easy,morning,74.57638927944262,0
3.399523190396586,52.624541133352906,0.0,medium,morning,97.0341236547834,1
2.160322697262556,59.80185494967486,4.0,medium,morning,67.91865596342736,0
4.029244319634483,64.18129841253574,3.0,medium,afternoon,100.0,1
2.85165164999065,43.86954129558812,0.0,hard,evening,78.73515893083632,0
2.85165164999065,61.131453996959735,1.0,easy,afternoon,91.038634051971,1
2.413262120354983,50.23034658180968,4.0,medium,morning,69.92358604796831,0
2.468579018554854,58.58935955514051,3.0,medium,morning,81.5437334798165,0
3.2473454927747403,42.599553124835275,6.0,hard,evening,74.90547963239891,0
1.0743225074754876,47.612922754527176,2.0,easy,morning,44.64571861384117,0
3.20814693268614,31.650344543273153,0.0,hard,night,78.62486310968873,0
2.585107899460348,40.17469306379297,6.0,medium,afternoon,66.88051426320605,0
3.2652759778527445,93.0489598722,0.0,medium,morning,100.0,1
3.640630611347893,48.318648534593784,7.0,easy,afternoon,75.76561422445855,0
4.372852112530832,74.04314378473927,3.0,medium,night,100.0,1
2.556431828246411,75.13794742207693,2.0,hard,afternoon,95.2067366752308,1
3.133122414690007,63.080371162376046,4.0,medium,evening,96.46248119591858,1
2.730964120165086,41.88353005457971,3.0,easy,afternoon,63.1623052468117,0
3.029347478984553,46.63167377528912,0.0,hard,night,86.65052010646112,0
3.4429395635412647,56.16988272999156,3.0,hard,night,93.53810706294466,1
1.4795827558940424,48.87245661666444,4.0,hard,afternoon,59.48885996293262,0
3.4378353686902963,74.8935911845632,4.0,hard,morning,97.7184053532878,0
3.6958329051098135,89.01238125628454,3.0,easy,afternoon,100.0,1
1.4075610976058683,62.96799857458789,5.0,hard,evening,70.28915899148934,0
2.049307925713409,40.56966650099422,1.0,easy,afternoon,77.47750149273406,0
2.962828764222205,65.81867290837477,5.0,hard,morning,89.64065867984917,1
1.629368139591968,50.137184418329,2.0,easy,afternoon,71.6483850652935,0
1.6704187599906757,49.64827535987232,3.0,medium,night,72.48999813717614,0
2.3462587240584973,61.49792289035591,2.0,medium,afternoon,73.51608608921123,0
0.9530423938584002,34.143167094549696,2.0,medium,morning,58.646868368085755,0
4.0705705843797615,86.97948853215203,2.0,hard,afternoon,100.0,1
3.1654191305551125,35.683265616883,3.0,hard,night,64.426654961253,0
2.796821996305963,72.14206745757211,2.0,hard,morning,87.75503159053282,1
3.168604423680517,58.57397816359546,2.0,medium,morning,100.0,1
3.488627499346846,81.34355668992174,0.0,hard,evening,100.0,1
3.9215117510573,70.48666362817814,0.0,hard,evening,100.0,1
3.247038599149376,79.86127557954647,1.0,medium,morning,100.0,1
2.131425550232333,87.88900859382187,1.0,medium,evening,99.77406407415388,1
2.7147457338350547,62.653393408338005,1.0,easy,evening,86.65052010646112,1
3.751469631069978,73.95613196601421,3.0,easy,morning,96.19993976753506,1
2.85165164999065,42.119116428566905,2.0,hard,morning,65.18385599334034,0
2.099001230412006,42.420950745719104,6.0,medium,morning,54.064669702660936,0
2.962585926778487,55.84688791786501,3.0,easy,evening,79.00809333664614,0
0.8559045833208987,38.8210053517143,4.0,medium,afternoon,42.88135716433291,0
3.938030086028412,67.43972746070571,2.0,easy,morning,100.0,1
3.985703867979368,71.22242991217472,4.0,medium,evening,100.0,1
3.900735900817085,71.33134113676876,2.0,easy,morning,100.0,1
3.8901431736934224,61.68838992988514,3.0,medium,morning,97.0146140827185,1
3.48312857190474,54.88782303272491,5.0,easy,evening,70.21956312241748,0
3.188166188557551,52.44080949562536,2.0,medium,evening,86.65052010646112,0
3.004014608932663,78.05045034249171,3.0,hard,night,100.0,1
3.4027138810364908,80.8786505552625,3.0,medium,evening,100.0,1
3.598025250577136,74.73489947164997,1.0,medium,evening,100.0,1
2.06216651250103,86.69649691278094,3.0,medium,evening,75.6007309670893,0
2.1368465709070876,26.813913582569647,3.0,hard,night,67.62899093084337,0
2.422046382045413,54.28026989621043,6.0,medium,night,56.907659846243256,0
2.620223047993595,36.30284962978973,5.0,hard,afternoon,63.07057123624938,0
3.5339907097284353,62.38196454116567,2.0,medium,afternoon,100.0,1
3.0717502638851277,66.26918023175962,1.0,hard,evening,100.0,1
1.1171335455153988,54.86130132229655,1.0,medium,evening,72.44911511893807,0
2.1301573843843764,49.38869292698811,1.0,hard,morning,72.80239581054126,0
2.6565565055335423,52.225841132871686,3.0,easy,evening,81.54686020996694,0
2.441792326920581,86.7333162412663,4.0,medium,evening,96.46825752865944,1
1.9599327125674812,41.084230482679594,3.0,medium,evening,71.82305454666873,0
2.85165164999065,57.203203442010874,2.0,medium,morning,100.0,1
2.2254417026633044,71.35437716286397,2.0,easy,morning,77.70377688006933,0
3.534044565385402,68.33837145134048,2.0,medium,night,100.0,1
3.7350815507537902,72.69369529973731,2.0,hard,afternoon,100.0,1
3.116002099498938,39.62802480475352,2.0,hard,evening,100.0,1
3.2591588855569444,52.28459811171503,1.0,hard,afternoon,98.37116955257862,1
4.586144151229735,71.44886001372686,0.0,easy,morning,100.0,1
1.2161300779442892,52.353937351608295,3.0,easy,night,65.44284858459298,0
3.054771918568574,58.324167171230734,0.0,hard,afternoon,100.0,1
3.5777356895882844,57.36408657473603,3.0,hard,morning,98.60595645054455,1
0.97707762961699,46.164547741449255,1.0,easy,evening,62.97435759680802,0
3.1589473781837523,29.691715905769573,4.0,medium,evening,65.33029087944165,0
2.3660816357242553,75.41795556939502,3.0,medium,afternoon,83.31553162921956,1
2.8542715374594136,99.52398760934548,3.0,medium,evening,100.0,1
4.091370496376896,76.42268998389358,2.0,easy,night,100.0,1
1.7360268038227296,48.69650727232338,3.0,hard,morning,58.55469357026916,0
2.85165164999065,41.346522481628114,7.0,easy,afternoon,48.52640188230144,0
1.99040368464374,56.49094953969589,3.0,hard,afternoon,82.23065199447416,0
2.5002623050248167,57.09851670094659,4.0,medium,morning,70.36016467694783,0
1.938210527038132,80.35881206532129,0.0,medium,evening,100.0,1
2.894311083558119,61.3726232022256,0.0,medium,morning,100.0,1
1.6777242598899411,35.538254656898964,0.0,easy,night,61.19005794238637,0
3.429480310575628,66.33760593536284,4.0,easy,evening,93.9678305222258,1
2.8335718348694128,70.27718476309292,0.0,medium,afternoon,100.0,1
3.016974435610462,52.85855583409688,3.0,medium,morning,90.31259624701926,1
3.352738319859941,83.69404947118454,2.0,easy,evening,100.0,1
2.6568642078884506,32.282021508110404,4.0,hard,night,60.6478862562183,0
1.746148493822021,50.12064690711169,5.0,hard,evening,61.28125858611046,0
4.622036489609942,84.28542819756103,1.0,medium,afternoon,86.65052010646112,1
3.391678220277033,77.27679125462102,5.0,hard,afternoon,99.13246424224506,1
3.6789557501263217,85.85844041681274,2.0,medium,evening,86.65052010646112,1
1.9102129826845136,62.148370367028285,3.0,medium,evening,68.26194332436869,0
4.961373614242377,73.18395469501846,4.0,easy,morning,100.0,1
4.0001581739225385,70.75191890169691,2.0,hard,afternoon,95.88596146061468,1
2.85165164999065,50.24761868181593,0.0,medium,afternoon,88.8966830135107,0
3.579520332083308,83.96353938830036,3.0,easy,morning,100.0,1
1.824522374720507,59.87399950883856,5.0,medium,afternoon,72.76951505143246,0
4.548279764650717,85.40600131817412,1.0,medium,evening,100.0,1
3.122541246595524,32.50621739822483,5.0,medium,morning,72.31137043918828,0
2.398031017928828,36.98213074238792,1.0,medium,morning,71.05054738889427,0
2.711688972929502,52.784894189196656,3.0,medium,afternoon,77.68402285137131,0
2.6292280550880505,20.0,2.0,easy,morning,70.46183333939896,0
1.803918524667772,62.59230132235453,2.0,easy,afternoon,66.80001726239142,0
3.335074228195382,68.70418737318077,2.0,hard,morning,100.0,1
2.7036734577578727,29.272405408463197,7.0,medium,morning,61.01196664970641,0
3.803816385961742,65.6660048395395,2.0,hard,morning,100.0,1
3.4476115322290166,72.70829071341298,1.0,hard,afternoon,100.0,1
3.574162882186117,77.77530012664111,3.0,medium,morning,100.0,1
4.282126264641055,79.64921772690477,2.0,medium,evening,100.0,1
3.208367906327181,72.1307004520457,3.0,easy,morning,100.0,1
3.741706685533579,82.89008136788594,3.0,easy,afternoon,100.0,1
3.2275150394012844,79.90631537496805,1.0,medium,evening,100.0,1
2.845891778909596,27.244887970589467,3.0,easy,morning,60.78434103357535,0
2.85165164999065,62.33044113609052,6.0,easy,afternoon,73.14698474274967,0
2.505851280554717,81.07496117425062,4.0,hard,evening,78.3658541985121,0
3.14098553116328,54.81867252995619,1.0,medium,morning,100.0,1
2.48641437904185,47.500490735300886,3.0,medium,afternoon,75.42673160740407,0
1.581207966507706,46.571244674691,2.0,easy,morning,57.58376951339164,0
2.488978380498189,30.051201102324537,3.0,medium,night,60.92862770813858,0
4.9066752114814145,62.139911907767654,5.0,medium,evening,86.65052010646112,1
4.061729024773293,78.31199051387652,1.0,medium,afternoon,100.0,1
2.1579624957649597,85.29844888123581,1.0,hard,morning,99.95591729612872,1
3.3495037606090934,59.89371304776569,2.0,medium,morning,99.846809027699,1
1.7658142389751896,82.87676172055725,3.0,medium,night,97.30087475054282,1
3.767136068283758,75.15487245160564,2.0,hard,afternoon,100.0,1
3.3027791567942812,83.92246668341669,2.0,medium,evening,86.65052010646112,1
1.7253830070096012,54.5046359660477,1.0,hard,night,70.70727034828325,0
2.302294892607441,69.6339825674496,4.0,hard,morning,85.62213793855202,1
4.3742161669414354,48.27512590838317,5.0,hard,morning,84.60727001501886,0
3.5904506379314447,86.84906790610155,1.0,easy,morning,100.0,1
3.579072727701206,102.33248815907405,2.0,easy,morning,100.0,1
1.868671807171149,56.46877725398463,3.0,easy,evening,55.176910886855275,0
2.3347489303722333,27.422404102863744,3.0,medium,evening,67.3988649187706,0
3.4307498181411575,80.56150246633325,1.0,medium,evening,100.0,1
3.2941471119721224,53.165784947448074,3.0,medium,night,94.3805795108499,1
3.2233137037442923,95.87292213645294,1.0,medium,morning,100.0,1
2.706711644293207,58.80232025876536,4.0,hard,morning,76.07334366254445,0
2.419396324583922,33.93643639919749,4.0,medium,afternoon,66.313643745893,0
3.7431391070980182,70.79547537051158,1.0,easy,evening,100.0,1
2.1809704977635485,35.24676239453788,1.0,medium,afternoon,65.10148535656063,0
3.257233108964714,70.33179166529213,2.0,medium,evening,100.0,1
2.509511165236639,33.98262283820056,0.0,hard,night,82.30026157719429,0
3.60413674154938,58.23012432339474,1.0,hard,afternoon,100.0,1
3.6698061276443776,61.80565491008207,4.0,hard,morning,100.0,1
1.7652575222498676,26.70840054542555,2.0,medium,afternoon,59.63865092507644,0
3.459977491057139,54.27385051071637,6.0,medium,evening,78.19168475462267,0
3.2830060229722826,62.42039316531916,4.0,hard,afternoon,97.03819585041909,1
3.5739615165449785,41.58481087436397,3.0,medium,afternoon,82.59618094787463,0
2.9867857655353616,85.52843824118129,1.0,medium,morning,99.13107789374102,1
1.6623921057245097,21.60486737399688,5.0,easy,evening,48.97616726319987,0
2.85165164999065,61.248721460193565,4.0,easy,evening,72.29999496428235,0
4.010432819300324,49.88472325055716,4.0,easy,morning,87.20666724360223,0
2.2537889087989895,37.482303197364274,6.0,easy,morning,64.07254547129345,0
3.3435799120050693,62.47446121717691,2.0,medium,morning,100.0,1
2.1531728439871567,61.79381502387206,1.0,easy,evening,77.53370415959871,0
1.277316143537046,42.40624016011697,5.0,medium,morning,52.89258340370251,0
2.162308055483204,28.292416120611925,4.0,easy,morning,52.181826001362865,0
0.9950390914713336,40.68489791420765,3.0,hard,evening,51.26113352130247,0
3.7859549487359025,47.7297863295353,4.0,hard,morning,90.90086304683864,0
2.804956204608625,77.27129586868605,4.0,medium,night,91.97937828331656,1
3.75533439224237,91.64088066171831,0.0,easy,evening,100.0,1
1.142692124499354,49.3098143131089,6.0,hard,afternoon,52.23820623329788,0
4.527333135851452,78.38640117505543,3.0,hard,evening,100.0,1
5.309762802920352,65.15150269537924,0.0,hard,evening,100.0,1
2.5195761844701554,67.61244752224529,8.0,hard,evening,69.13411286047017,0
4.735630657198786,94.72877388811388,1.0,medium,afternoon,86.65052010646112,1
2.3376668603228183,40.04507959818255,1.0,hard,morning,77.35979571830676,0
0.5712689215374787,85.06504460941929,2.0,medium,morning,86.65052010646112,1
3.4149195312116984,58.251938623760445,6.0,easy,morning,77.35234682223584,0
2.8952014853069015,84.83308022658345,3.0,medium,evening,97.3461334836786,1
2.430855858835701,71.9135372414534,1.0,hard,morning,100.0,1
4.5484095860299565,72.5548568218733,3.0,easy,afternoon,100.0,1
2.2122827391260915,36.5711965770818,5.0,easy,morning,59.663765682512064,0
1.9723647100653685,37.91553720832118,0.0,hard,night,73.77148984264404,0
3.102090968121927,64.36772236767187,7.0,medium,evening,86.72329003682783,1
1.3018637306392784,57.546638765631975,1.0,medium,night,64.1204792062205,0
2.410645473624345,48.10949261458396,2.0,easy,evening,65.06491223720738,0
2.85165164999065,60.21544959294987,1.0,easy,afternoon,86.65052010646112,0
3.331635918494342,75.84688372798635,3.0,easy,afternoon,94.60921570379512,1
3.0050202099165704,90.82339427828003,4.0,medium,afternoon,94.79971812294195,1
0.903195589887005,33.59257535419667,1.0,easy,afternoon,61.76695562237193,0
3.3337337414407573,74.96261151659124,1.0,medium,evening,100.0,1
2.84600577818773,67.93222028033601,0.0,medium,evening,91.8160079356862,0
1.961307247964447,70.73980179365932,5.0,easy,morning,68.5144414610576,0
3.7664618927959026,70.22749105283403,3.0,hard,afternoon,100.0,1
2.85165164999065,67.45953459377057,2.0,easy,evening,100.0,1
2.6177548728555284,78.59508672123897,3.0,medium,afternoon,98.11309944576088,1
1.4440917952889465,45.93718739101027,5.0,easy,evening,52.33447990600242,0
0.5,53.41482186925923,6.0,hard,morning,32.95830159784213,0
3.8394558812288615,86.17262311949457,2.0,hard,afternoon,100.0,1
2.0967302339450677,44.76279334430405,3.0,easy,morning,67.7535310030314,0
2.011856187529181,54.15983080490794,2.0,medium,morning,76.9374413639325,0
1.9029595222085296,48.740507729771494,3.0,medium,morning,60.741651864470555,0
0.9742162533328632,45.37052589094539,8.0,hard,morning,33.988008136676406,0
0.5,53.554852280288785,3.0,medium,morning,43.16336529920749,0
2.488099549003549,56.519820458221034,5.0,medium,evening,75.4467119407926,0
5.16097043668988,56.737070279056894,1.0,medium,evening,100.0,1
2.7565337158954795,32.44075846819412,4.0,hard,evening,63.03568070093711,0
1.719521564750539,56.885007750835754,1.0,hard,evening,74.22633840719516,0
2.1372170867304536,45.195228105768365,4.0,medium,afternoon,60.45301038718867,0
3.290702207957442,62.5439082125201,1.0,medium,morning,89.0343811539922,0
2.85165164999065,39.194356418158314,7.0,easy,afternoon,48.758877794157264,0
3.824780135047834,69.12728181076669,3.0,medium,morning,100.0,1
